Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
Phone Charger,6,4.63,5,26,Rusizi,High,7,1036.33,50+ kWh,375035.77
Fan,63,5.22,4,19,Rusizi,High,7,1036.33,50+ kWh,375035.77
Blender,411,0.83,1,14,Rusizi,High,7,1036.33,50+ kWh,375035.77
Refrigerator,192,24.0,2,30,Rusizi,High,7,1036.33,50+ kWh,375035.77
TV,92,3.21,1,26,Kigali,Low,7,30.21,21-50 kWh,4945.1
LED Lamp,14,5.48,5,25,Kigali,Low,7,30.21,21-50 kWh,4945.1
Fan,40,2.64,2,21,Kigali,Low,7,30.21,21-50 kWh,4945.1
Phone Charger,13,2.69,1,29,Kigali,Low,7,30.21,21-50 kWh,4945.1
Iron,932,1.43,1,5,Kigali,Low,7,30.21,21-50 kWh,4945.1
Radio,9,4.61,1,20,Kigali,Low,7,30.21,21-50 kWh,4945.1
Refrigerator,110,24.0,1,30,Nyagatare,High,8,382.77,50+ kWh,133872.13
Microwave,992,1.09,1,17,Nyagatare,High,8,382.77,50+ kWh,133872.13
Phone Charger,5,5.32,3,25,Nyagatare,High,8,382.77,50+ kWh,133872.13
Iron,901,2.17,2,9,Nyagatare,High,8,382.77,50+ kWh,133872.13
Fan,43,5.16,2,25,Nyagatare,High,8,382.77,50+ kWh,133872.13
Laptop,79,3.32,1,21,Nyagatare,High,8,382.77,50+ kWh,133872.13
Washing Machine,770,2.45,1,8,Nyagatare,High,8,382.77,50+ kWh,133872.13
LED Lamp,5,8.74,4,30,Nyagatare,High,8,382.77,50+ kWh,133872.13
AC,2065,5.54,1,16,Nyagatare,High,8,382.77,50+ kWh,133872.13
TV,130,7.7,1,28,Nyagatare,High,8,382.77,50+ kWh,133872.13
Fan,59,7.61,2,28,Huye,Medium,6,85.46,50+ kWh,24164.74
Laptop,48,4.87,1,20,Huye,Medium,6,85.46,50+ kWh,24164.74
Blender,588,0.7,1,14,Huye,Medium,6,85.46,50+ kWh,24164.74
Electric Kettle,1472,1.06,1,29,Huye,Medium,6,85.46,50+ kWh,24164.74
Phone Charger,8,4.99,4,29,Huye,Medium,6,85.46,50+ kWh,24164.74
Laptop,84,5.35,1,28,Kigali,Medium,2,152.33,50+ kWh,48839.77
Blender,425,0.57,1,8,Kigali,Medium,2,152.33,50+ kWh,48839.77
TV,139,3.59,1,29,Kigali,Medium,2,152.33,50+ kWh,48839.77
Phone Charger,11,3.7,4,30,Kigali,Medium,2,152.33,50+ kWh,48839.77
Fan,41,3.13,1,16,Kigali,Medium,2,152.33,50+ kWh,48839.77
Refrigerator,126,24.0,1,30,Kigali,Medium,2,152.33,50+ kWh,48839.77
Washing Machine,677,1.54,1,5,Kigali,Medium,2,152.33,50+ kWh,48839.77
Electric Kettle,1434,0.68,1,21,Kigali,Medium,2,152.33,50+ kWh,48839.77
Phone Charger,13,2.28,3,27,Rusizi,Low,2,24.25,21-50 kWh,3097.5
Iron,1150,1.32,1,12,Rusizi,Low,2,24.25,21-50 kWh,3097.5
Fan,43,3.52,1,24,Rusizi,Low,2,24.25,21-50 kWh,3097.5
Refrigerator,171,24.0,2,30,Kigali,High,3,439.25,50+ kWh,154713.25
Electric Kettle,1046,1.42,2,27,Kigali,High,3,439.25,50+ kWh,154713.25
Phone Charger,14,7.16,6,26,Kigali,High,3,439.25,50+ kWh,154713.25
LED Lamp,11,5.52,7,25,Kigali,High,3,439.25,50+ kWh,154713.25
Washing Machine,632,2.25,1,4,Kigali,High,3,439.25,50+ kWh,154713.25
TV,112,7.87,2,28,Kigali,High,3,439.25,50+ kWh,154713.25
Microwave,1171,1.12,1,24,Kigali,High,3,439.25,50+ kWh,154713.25
LED Lamp,15,7.68,3,26,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
Fan,73,5.42,1,18,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
Iron,929,1.25,1,7,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
TV,138,3.19,1,28,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
Refrigerator,137,24.0,1,30,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
Laptop,80,3.98,2,30,Nyagatare,Medium,6,154.31,50+ kWh,49570.39
Refrigerator,111,24.0,2,30,Kigali,High,6,452.72,50+ kWh,159683.68
TV,58,5.85,2,27,Kigali,High,6,452.72,50+ kWh,159683.68
Laptop,80,4.69,2,20,Kigali,High,6,452.72,50+ kWh,159683.68
Fan,44,6.67,2,16,Kigali,High,6,452.72,50+ kWh,159683.68
Electric Kettle,1463,1.88,2,30,Kigali,High,6,452.72,50+ kWh,159683.68
LED Lamp,14,5.42,8,25,Kigali,High,6,452.72,50+ kWh,159683.68
Blender,458,0.58,2,12,Kigali,High,6,452.72,50+ kWh,159683.68
Microwave,946,1.14,2,25,Kigali,High,6,452.72,50+ kWh,159683.68
Iron,959,1.76,1,4,Kigali,High,6,452.72,50+ kWh,159683.68
Phone Charger,8,4.65,3,26,Kigali,High,6,452.72,50+ kWh,159683.68
Iron,1126,1.78,1,7,Kigali,Medium,2,46.52,21-50 kWh,10001.2
Phone Charger,6,4.1,2,30,Kigali,Medium,2,46.52,21-50 kWh,10001.2
LED Lamp,8,4.12,4,28,Kigali,Medium,2,46.52,21-50 kWh,10001.2
Fan,40,5.71,2,16,Kigali,Medium,2,46.52,21-50 kWh,10001.2
Electric Kettle,1181,0.57,1,28,Kigali,Medium,2,46.52,21-50 kWh,10001.2
Blender,379,0.34,1,9,Kigali,Medium,2,46.52,21-50 kWh,10001.2
TV,91,4.79,1,30,Kigali,Low,7,35.4,21-50 kWh,6554.0
Phone Charger,5,2.6,3,29,Kigali,Low,7,35.4,21-50 kWh,6554.0
LED Lamp,15,3.86,4,30,Kigali,Low,7,35.4,21-50 kWh,6554.0
Iron,860,1.84,1,9,Kigali,Low,7,35.4,21-50 kWh,6554.0
LED Lamp,10,4.48,3,29,Rusizi,Low,2,14.44,0-20 kWh,1285.16
Radio,13,4.49,1,30,Rusizi,Low,2,14.44,0-20 kWh,1285.16
TV,50,2.07,1,26,Rusizi,Low,2,14.44,0-20 kWh,1285.16
Phone Charger,11,2.12,1,26,Rusizi,Low,2,14.44,0-20 kWh,1285.16
Iron,915,1.2,1,5,Rusizi,Low,2,14.44,0-20 kWh,1285.16
TV,52,5.52,1,27,Kigali,Medium,4,139.17,50+ kWh,43983.73
Phone Charger,11,4.51,4,30,Kigali,Medium,4,139.17,50+ kWh,43983.73
Fan,44,3.19,3,29,Kigali,Medium,4,139.17,50+ kWh,43983.73
LED Lamp,7,5.08,5,25,Kigali,Medium,4,139.17,50+ kWh,43983.73
Laptop,67,5.02,2,22,Kigali,Medium,4,139.17,50+ kWh,43983.73
Radio,12,1.51,1,26,Kigali,Medium,4,139.17,50+ kWh,43983.73
Refrigerator,119,24.0,1,30,Kigali,Medium,4,139.17,50+ kWh,43983.73
Iron,985,1.33,1,6,Kigali,Medium,4,139.17,50+ kWh,43983.73
LED Lamp,14,5.98,3,29,Musanze,Medium,5,93.4,50+ kWh,27094.6
Fan,52,7.56,3,15,Musanze,Medium,5,93.4,50+ kWh,27094.6
Radio,10,2.01,1,26,Musanze,Medium,5,93.4,50+ kWh,27094.6
TV,126,3.75,1,29,Musanze,Medium,5,93.4,50+ kWh,27094.6
Electric Kettle,1270,1.3,1,29,Musanze,Medium,5,93.4,50+ kWh,27094.6
Phone Charger,11,5.14,4,28,Musanze,Medium,5,93.4,50+ kWh,27094.6
LED Lamp,11,6.76,3,25,Huye,Medium,5,141.29,50+ kWh,44766.01
Phone Charger,14,5.85,3,29,Huye,Medium,5,141.29,50+ kWh,44766.01
Fan,55,5.06,3,20,Huye,Medium,5,141.29,50+ kWh,44766.01
Refrigerator,154,24.0,1,30,Huye,Medium,5,141.29,50+ kWh,44766.01
Radio,20,1.72,1,29,Huye,Medium,5,141.29,50+ kWh,44766.01
Iron,926,1.96,1,6,Kigali,Medium,5,148.03,50+ kWh,47253.07
Phone Charger,7,3.33,4,26,Kigali,Medium,5,148.03,50+ kWh,47253.07
Blender,509,0.59,1,11,Kigali,Medium,5,148.03,50+ kWh,47253.07
Laptop,41,5.44,1,27,Kigali,Medium,5,148.03,50+ kWh,47253.07
Washing Machine,761,1.83,1,10,Kigali,Medium,5,148.03,50+ kWh,47253.07
LED Lamp,10,5.17,4,28,Kigali,Medium,5,148.03,50+ kWh,47253.07
Refrigerator,143,24.0,1,30,Kigali,Medium,5,148.03,50+ kWh,47253.07
Fan,41,3.16,1,21,Kigali,Medium,5,148.03,50+ kWh,47253.07
Blender,429,0.38,1,14,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Laptop,50,5.61,1,28,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Radio,6,1.58,1,20,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Phone Charger,12,5.0,3,30,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Iron,1037,0.9,1,8,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Fan,46,6.5,3,26,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
LED Lamp,8,7.57,6,25,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
TV,135,3.82,2,27,Nyagatare,Medium,6,83.44,50+ kWh,23419.36
Iron,996,1.53,1,4,Rusizi,Low,8,30.41,21-50 kWh,5007.1
TV,124,4.94,1,25,Rusizi,Low,8,30.41,21-50 kWh,5007.1
Fan,60,3.04,2,23,Rusizi,Low,8,30.41,21-50 kWh,5007.1
Phone Charger,6,3.66,1,28,Rusizi,Low,8,30.41,21-50 kWh,5007.1
Iron,1047,0.69,1,9,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Phone Charger,8,5.83,3,28,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Refrigerator,158,24.0,1,30,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Radio,15,2.68,1,28,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Fan,48,6.17,2,18,Rubavu,Medium,3,227.89,50+ kWh,76721.41
LED Lamp,12,4.44,5,26,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Electric Kettle,1313,1.04,1,30,Rubavu,Medium,3,227.89,50+ kWh,76721.41
TV,91,5.82,2,25,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Laptop,86,4.25,2,24,Rubavu,Medium,3,227.89,50+ kWh,76721.41
Microwave,1012,0.58,1,22,Huye,High,4,597.21,50+ kWh,213000.49
Laptop,56,5.92,3,28,Huye,High,4,597.21,50+ kWh,213000.49
Electric Kettle,1400,1.39,2,21,Huye,High,4,597.21,50+ kWh,213000.49
Iron,1100,1.93,1,12,Huye,High,4,597.21,50+ kWh,213000.49
Refrigerator,162,24.0,2,30,Huye,High,4,597.21,50+ kWh,213000.49
Washing Machine,755,1.76,1,9,Huye,High,4,597.21,50+ kWh,213000.49
LED Lamp,6,8.16,7,25,Huye,High,4,597.21,50+ kWh,213000.49
Fan,57,6.34,2,18,Huye,High,4,597.21,50+ kWh,213000.49
Water Heater,2197,3.61,1,23,Huye,High,4,597.21,50+ kWh,213000.49
Washing Machine,584,1.04,1,12,Kigali,Medium,5,182.79,50+ kWh,60079.51
Refrigerator,138,24.0,1,30,Kigali,Medium,5,182.79,50+ kWh,60079.51
Fan,44,7.22,3,23,Kigali,Medium,5,182.79,50+ kWh,60079.51
Electric Kettle,1066,0.55,1,20,Kigali,Medium,5,182.79,50+ kWh,60079.51
Iron,940,1.77,1,9,Kigali,Medium,5,182.79,50+ kWh,60079.51
Phone Charger,8,3.36,4,26,Kigali,Medium,5,182.79,50+ kWh,60079.51
Blender,571,0.7,1,14,Kigali,Medium,5,182.79,50+ kWh,60079.51
TV,52,5.42,2,29,Kigali,Medium,5,182.79,50+ kWh,60079.51
LED Lamp,6,5.91,3,26,Kigali,Medium,5,182.79,50+ kWh,60079.51
Laptop,67,2.92,2,20,Rusizi,Medium,8,33.57,21-50 kWh,5986.7
Phone Charger,5,5.26,4,29,Rusizi,Medium,8,33.57,21-50 kWh,5986.7
LED Lamp,9,6.74,3,26,Rusizi,Medium,8,33.57,21-50 kWh,5986.7
Iron,993,2.01,1,9,Rusizi,Medium,8,33.57,21-50 kWh,5986.7
Radio,12,4.86,1,26,Muhanga,Low,3,33.83,21-50 kWh,6067.3
TV,105,2.5,1,28,Muhanga,Low,3,33.83,21-50 kWh,6067.3
Fan,40,4.46,1,15,Muhanga,Low,3,33.83,21-50 kWh,6067.3
LED Lamp,8,3.45,2,26,Muhanga,Low,3,33.83,21-50 kWh,6067.3
Phone Charger,12,3.54,1,30,Muhanga,Low,3,33.83,21-50 kWh,6067.3
Iron,1078,1.65,1,11,Muhanga,Low,3,33.83,21-50 kWh,6067.3
Blender,492,0.53,1,18,Musanze,High,2,621.89,50+ kWh,222107.41
AC,2027,5.63,1,17,Musanze,High,2,621.89,50+ kWh,222107.41
Fan,60,7.84,2,27,Musanze,High,2,621.89,50+ kWh,222107.41
Electric Kettle,1462,1.82,1,30,Musanze,High,2,621.89,50+ kWh,222107.41
TV,143,6.68,2,27,Musanze,High,2,621.89,50+ kWh,222107.41
Washing Machine,751,2.82,1,6,Musanze,High,2,621.89,50+ kWh,222107.41
Refrigerator,115,24.0,2,30,Musanze,High,2,621.89,50+ kWh,222107.41
Iron,839,2.96,2,5,Musanze,High,2,621.89,50+ kWh,222107.41
LED Lamp,7,9.76,8,29,Musanze,High,2,621.89,50+ kWh,222107.41
Laptop,80,7.13,1,27,Musanze,High,2,621.89,50+ kWh,222107.41
Microwave,1023,0.68,2,23,Musanze,High,2,621.89,50+ kWh,222107.41
LED Lamp,7,3.53,4,29,Nyagatare,Low,7,12.58,0-20 kWh,1119.62
Radio,5,2.43,1,30,Nyagatare,Low,7,12.58,0-20 kWh,1119.62
Fan,72,2.8,2,16,Nyagatare,Low,7,12.58,0-20 kWh,1119.62
Phone Charger,10,3.45,3,28,Nyagatare,Low,7,12.58,0-20 kWh,1119.62
Iron,928,1.86,1,10,Kigali,Medium,8,202.08,50+ kWh,67197.52
LED Lamp,8,6.9,5,29,Kigali,Medium,8,202.08,50+ kWh,67197.52
Fan,57,3.02,2,22,Kigali,Medium,8,202.08,50+ kWh,67197.52
Electric Kettle,1154,0.63,1,28,Kigali,Medium,8,202.08,50+ kWh,67197.52
Refrigerator,169,24.0,1,30,Kigali,Medium,8,202.08,50+ kWh,67197.52
Blender,516,0.62,1,12,Kigali,Medium,8,202.08,50+ kWh,67197.52
TV,74,5.64,2,28,Kigali,Medium,8,202.08,50+ kWh,67197.52
Refrigerator,199,24.0,2,30,Musanze,High,7,405.74,50+ kWh,142348.06
LED Lamp,5,7.65,7,28,Musanze,High,7,405.74,50+ kWh,142348.06
Washing Machine,437,1.97,1,10,Musanze,High,7,405.74,50+ kWh,142348.06
Laptop,85,4.52,3,28,Musanze,High,7,405.74,50+ kWh,142348.06
Iron,973,1.62,1,12,Musanze,High,7,405.74,50+ kWh,142348.06
TV,144,6.25,2,26,Musanze,High,7,405.74,50+ kWh,142348.06
Phone Charger,5,6.77,5,30,Musanze,High,7,405.74,50+ kWh,142348.06
Electric Kettle,1374,1.17,1,24,Kigali,Medium,5,200.35,50+ kWh,66559.15
LED Lamp,6,7.42,6,25,Kigali,Medium,5,200.35,50+ kWh,66559.15
Phone Charger,11,5.06,3,25,Kigali,Medium,5,200.35,50+ kWh,66559.15
Fan,69,3.9,3,15,Kigali,Medium,5,200.35,50+ kWh,66559.15
Laptop,75,4.83,1,30,Kigali,Medium,5,200.35,50+ kWh,66559.15
Blender,328,0.56,1,9,Kigali,Medium,5,200.35,50+ kWh,66559.15
Refrigerator,174,24.0,1,30,Kigali,Medium,5,200.35,50+ kWh,66559.15
Radio,22,2.29,1,20,Kigali,Medium,5,200.35,50+ kWh,66559.15
LED Lamp,8,6.98,6,29,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Iron,931,2.23,1,12,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Washing Machine,712,1.76,1,6,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Phone Charger,8,4.52,2,26,Rubavu,Medium,4,93.75,50+ kWh,27223.75
TV,56,3.21,2,27,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Blender,538,0.63,1,15,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Fan,46,7.14,2,19,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Electric Kettle,1109,0.88,1,23,Rubavu,Medium,4,93.75,50+ kWh,27223.75
Fan,51,6.78,3,25,Kigali,High,7,250.08,50+ kWh,84909.52
LED Lamp,10,6.22,5,28,Kigali,High,7,250.08,50+ kWh,84909.52
Laptop,72,6.01,1,24,Kigali,High,7,250.08,50+ kWh,84909.52
Refrigerator,131,24.0,2,30,Kigali,High,7,250.08,50+ kWh,84909.52
Blender,378,0.92,2,20,Kigali,High,7,250.08,50+ kWh,84909.52
Phone Charger,5,4.31,4,29,Kigali,High,7,250.08,50+ kWh,84909.52
LED Lamp,12,5.63,5,30,Kigali,Medium,6,187.24,50+ kWh,61721.56
Fan,63,3.4,3,15,Kigali,Medium,6,187.24,50+ kWh,61721.56
Electric Kettle,1240,1.27,1,20,Kigali,Medium,6,187.24,50+ kWh,61721.56
TV,139,4.57,1,25,Kigali,Medium,6,187.24,50+ kWh,61721.56
Refrigerator,131,24.0,1,30,Kigali,Medium,6,187.24,50+ kWh,61721.56
Iron,1031,2.5,1,10,Kigali,Medium,6,187.24,50+ kWh,61721.56
Iron,1195,1.96,1,12,Musanze,Low,5,58.2,50+ kWh,14105.8
Fan,67,2.57,2,30,Musanze,Low,5,58.2,50+ kWh,14105.8
TV,143,3.4,1,30,Musanze,Low,5,58.2,50+ kWh,14105.8
Radio,19,3.95,1,20,Musanze,Low,5,58.2,50+ kWh,14105.8
LED Lamp,11,5.12,2,27,Musanze,Low,5,58.2,50+ kWh,14105.8
Phone Charger,8,3.14,1,25,Musanze,Low,5,58.2,50+ kWh,14105.8
Refrigerator,143,24.0,1,30,Rusizi,Medium,8,175.56,50+ kWh,57411.64
Radio,14,2.47,1,28,Rusizi,Medium,8,175.56,50+ kWh,57411.64
LED Lamp,12,7.14,4,29,Rusizi,Medium,8,175.56,50+ kWh,57411.64
Blender,483,0.57,1,19,Rusizi,Medium,8,175.56,50+ kWh,57411.64
TV,110,5.09,2,25,Rusizi,Medium,8,175.56,50+ kWh,57411.64
Iron,1013,2.1,1,11,Rusizi,Medium,8,175.56,50+ kWh,57411.64
Laptop,68,2.48,1,30,Rusizi,Medium,8,175.56,50+ kWh,57411.64
Phone Charger,12,3.6,1,25,Nyagatare,Low,7,16.8,0-20 kWh,1495.2
LED Lamp,7,3.3,2,28,Nyagatare,Low,7,16.8,0-20 kWh,1495.2
TV,89,3.26,1,30,Nyagatare,Low,7,16.8,0-20 kWh,1495.2
Fan,74,2.46,1,22,Nyagatare,Low,7,16.8,0-20 kWh,1495.2
Radio,16,3.86,1,28,Nyagatare,Low,7,16.8,0-20 kWh,1495.2
Radio,21,4.06,1,25,Kigali,Low,5,9.69,0-20 kWh,862.41
Iron,985,0.84,1,8,Kigali,Low,5,9.69,0-20 kWh,862.41
Phone Charger,14,2.39,1,28,Kigali,Low,5,9.69,0-20 kWh,862.41
Phone Charger,9,4.6,6,30,Kigali,High,8,1042.28,50+ kWh,377231.32
Blender,346,0.86,1,18,Kigali,High,8,1042.28,50+ kWh,377231.32
TV,72,4.52,1,26,Kigali,High,8,1042.28,50+ kWh,377231.32
Washing Machine,734,2.5,1,10,Kigali,High,8,1042.28,50+ kWh,377231.32
AC,2169,7.01,2,21,Kigali,High,8,1042.28,50+ kWh,377231.32
Fan,60,7.39,3,27,Kigali,High,8,1042.28,50+ kWh,377231.32
Refrigerator,175,24.0,1,30,Kigali,High,8,1042.28,50+ kWh,377231.32
LED Lamp,14,5.39,8,26,Kigali,High,8,1042.28,50+ kWh,377231.32
Laptop,42,5.58,2,22,Kigali,High,8,1042.28,50+ kWh,377231.32
Water Heater,2363,2.44,1,28,Kigali,High,8,1042.28,50+ kWh,377231.32
Microwave,866,0.53,2,16,Kigali,High,8,1042.28,50+ kWh,377231.32
LED Lamp,7,5.84,3,27,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Electric Kettle,1333,0.79,1,25,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Iron,875,2.45,1,11,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Refrigerator,133,24.0,1,30,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Washing Machine,634,1.7,1,9,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Laptop,43,5.37,1,25,Rusizi,Medium,7,178.4,50+ kWh,58459.6
TV,107,3.82,1,28,Rusizi,Medium,7,178.4,50+ kWh,58459.6
Blender,341,0.49,1,15,Rusizi,Medium,7,178.4,50+ kWh,58459.6
TV,95,2.56,1,26,Musanze,Low,2,24.4,21-50 kWh,3144.0
Iron,1163,0.83,1,7,Musanze,Low,2,24.4,21-50 kWh,3144.0
Radio,16,3.25,1,27,Musanze,Low,2,24.4,21-50 kWh,3144.0
Phone Charger,10,2.35,3,25,Musanze,Low,2,24.4,21-50 kWh,3144.0
Fan,74,4.24,1,26,Musanze,Low,2,24.4,21-50 kWh,3144.0
LED Lamp,12,3.5,5,27,Kigali,Low,7,34.53,21-50 kWh,6284.3
Phone Charger,10,2.44,1,25,Kigali,Low,7,34.53,21-50 kWh,6284.3
Fan,53,3.96,1,21,Kigali,Low,7,34.53,21-50 kWh,6284.3
Radio,9,4.28,1,28,Kigali,Low,7,34.53,21-50 kWh,6284.3
TV,126,3.97,1,30,Kigali,Low,7,34.53,21-50 kWh,6284.3
Iron,988,1.12,1,7,Kigali,Low,7,34.53,21-50 kWh,6284.3
LED Lamp,8,6.63,4,30,Rubavu,Medium,6,220.45,50+ kWh,73976.05
TV,62,3.04,2,25,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Blender,392,0.46,1,16,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Electric Kettle,1051,1.09,1,20,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Laptop,72,4.49,1,29,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Fan,50,7.42,2,21,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Iron,1087,1.61,1,6,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Washing Machine,477,1.54,1,9,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Refrigerator,190,24.0,1,30,Rubavu,Medium,6,220.45,50+ kWh,73976.05
Iron,1143,1.39,1,10,Muhanga,Low,8,36.65,21-50 kWh,6941.5
Fan,69,3.01,2,16,Muhanga,Low,8,36.65,21-50 kWh,6941.5
Radio,9,2.93,1,27,Muhanga,Low,8,36.65,21-50 kWh,6941.5
TV,85,4.63,1,26,Muhanga,Low,8,36.65,21-50 kWh,6941.5
LED Lamp,7,3.95,3,27,Muhanga,Low,8,36.65,21-50 kWh,6941.5
Phone Charger,9,3.98,1,26,Muhanga,Low,8,36.65,21-50 kWh,6941.5
TV,148,3.8,1,27,Rusizi,Medium,7,139.74,50+ kWh,44194.06
Electric Kettle,1069,0.77,1,22,Rusizi,Medium,7,139.74,50+ kWh,44194.06
Phone Charger,13,5.01,4,27,Rusizi,Medium,7,139.74,50+ kWh,44194.06
Laptop,48,3.26,1,28,Rusizi,Medium,7,139.74,50+ kWh,44194.06
Refrigerator,132,24.0,1,30,Rusizi,Medium,7,139.74,50+ kWh,44194.06
Phone Charger,14,3.99,3,26,Kigali,Medium,6,160.45,50+ kWh,51836.05
Blender,516,0.49,1,17,Kigali,Medium,6,160.45,50+ kWh,51836.05
Refrigerator,138,24.0,1,30,Kigali,Medium,6,160.45,50+ kWh,51836.05
TV,113,3.31,1,30,Kigali,Medium,6,160.45,50+ kWh,51836.05
Laptop,53,2.76,1,20,Kigali,Medium,6,160.45,50+ kWh,51836.05
Iron,1169,2.07,1,11,Kigali,Medium,6,160.45,50+ kWh,51836.05
Fan,42,7.77,2,17,Kigali,Medium,6,160.45,50+ kWh,51836.05
Radio,7,2.94,1,27,Kigali,Medium,6,160.45,50+ kWh,51836.05
Radio,14,2.71,1,24,Kigali,Medium,6,231.44,50+ kWh,78031.36
TV,135,4.4,1,26,Kigali,Medium,6,231.44,50+ kWh,78031.36
Iron,916,1.42,1,9,Kigali,Medium,6,231.44,50+ kWh,78031.36
Blender,367,0.64,1,16,Kigali,Medium,6,231.44,50+ kWh,78031.36
Fan,54,6.88,2,21,Kigali,Medium,6,231.44,50+ kWh,78031.36
LED Lamp,15,4.77,5,30,Kigali,Medium,6,231.44,50+ kWh,78031.36
Laptop,63,3.08,1,25,Kigali,Medium,6,231.44,50+ kWh,78031.36
Electric Kettle,1112,1.45,1,29,Kigali,Medium,6,231.44,50+ kWh,78031.36
Refrigerator,169,24.0,1,30,Kigali,Medium,6,231.44,50+ kWh,78031.36
TV,125,4.63,1,25,Kigali,Low,6,39.49,21-50 kWh,7821.9
Fan,69,3.44,2,24,Kigali,Low,6,39.49,21-50 kWh,7821.9
LED Lamp,13,4.03,3,26,Kigali,Low,6,39.49,21-50 kWh,7821.9
Iron,1079,1.58,1,4,Kigali,Low,6,39.49,21-50 kWh,7821.9
Radio,9,2.94,1,30,Kigali,Low,6,39.49,21-50 kWh,7821.9
Phone Charger,7,3.4,3,27,Kigali,Low,6,39.49,21-50 kWh,7821.9
TV,131,3.78,2,27,Rubavu,Medium,2,80.33,50+ kWh,22271.77
LED Lamp,12,7.47,3,26,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Blender,316,0.56,1,15,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Laptop,53,5.87,2,20,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Iron,827,0.99,1,5,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Phone Charger,5,4.64,3,28,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Electric Kettle,1166,0.78,1,28,Rubavu,Medium,2,80.33,50+ kWh,22271.77
Radio,21,1.08,1,27,Musanze,Medium,8,181.56,50+ kWh,59625.64
Laptop,72,5.81,2,28,Musanze,Medium,8,181.56,50+ kWh,59625.64
Washing Machine,763,1.96,1,7,Musanze,Medium,8,181.56,50+ kWh,59625.64
Refrigerator,197,24.0,1,30,Musanze,Medium,8,181.56,50+ kWh,59625.64
Phone Charger,11,5.64,3,28,Musanze,Medium,8,181.56,50+ kWh,59625.64
Fan,50,6.53,3,27,Nyagatare,High,5,303.95,50+ kWh,104787.55
Washing Machine,551,2.98,1,6,Nyagatare,High,5,303.95,50+ kWh,104787.55
Water Heater,2601,2.93,1,30,Nyagatare,High,5,303.95,50+ kWh,104787.55
TV,58,4.61,3,29,Nyagatare,High,5,303.95,50+ kWh,104787.55
Laptop,45,6.86,1,28,Nyagatare,High,5,303.95,50+ kWh,104787.55
Blender,412,0.96,1,18,Nyagatare,High,5,303.95,50+ kWh,104787.55
Phone Charger,11,6.59,4,29,Kigali,High,2,861.17,50+ kWh,310401.73
Refrigerator,100,24.0,1,30,Kigali,High,2,861.17,50+ kWh,310401.73
AC,2080,7.05,2,22,Kigali,High,2,861.17,50+ kWh,310401.73
TV,62,4.15,2,28,Kigali,High,2,861.17,50+ kWh,310401.73
Fan,44,6.83,4,25,Kigali,High,2,861.17,50+ kWh,310401.73
Iron,867,1.47,2,5,Kigali,High,2,861.17,50+ kWh,310401.73
Electric Kettle,1218,1.34,2,24,Kigali,High,2,861.17,50+ kWh,310401.73
Fan,48,2.84,1,17,Muhanga,Low,7,20.58,21-50 kWh,1959.8
Iron,983,1.73,1,5,Muhanga,Low,7,20.58,21-50 kWh,1959.8
