Household_ID,Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF,Month
HH08973,Fan,45,6.2,2,31,Kigali,Low,7,17.3,0-20 kWh,1539.7,November
HH08974,Stove,1505,3.7,1,25,Northern,Low,1,139.21,50+ kWh,51368.49,February
HH08975,Stove,1663,5.1,3,28,Eastern,High,2,712.43,50+ kWh,262886.67,July
HH08976,Light Bulb,20,8.6,1,30,Kigali,Medium,4,5.16,0-20 kWh,459.24,April
HH08977,Radio,45,5.8,1,20,Eastern,Medium,2,5.22,0-20 kWh,464.58,October
HH08978,Light Bulb,15,2.6,3,24,Eastern,High,5,2.81,0-20 kWh,250.09,June
HH08979,Water Heater,1565,1.8,1,21,Kigali,Low,1,59.16,50+ kWh,21830.04,June
HH08980,Light Bulb,19,5.6,2,30,Eastern,Low,6,6.38,0-20 kWh,567.82,June
HH08981,Water Heater,1631,2.1,2,22,Southern,Medium,2,150.7,50+ kWh,55608.3,September
HH08982,Microwave,1096,4.4,2,22,Western,High,5,212.19,50+ kWh,78298.11,April
HH08983,Laptop,56,5.7,1,30,Eastern,Low,6,9.58,0-20 kWh,852.62,July
HH08984,Water Heater,2742,7.0,1,21,Eastern,High,8,403.07,50+ kWh,148732.83,December
HH08985,Mobile Charger,9,5.2,1,31,Western,High,1,1.45,0-20 kWh,129.05,March
HH08986,Stove,1608,9.3,2,31,Western,Medium,2,927.17,50+ kWh,342125.73,October
HH08987,TV,116,8.2,3,23,Kigali,Low,7,65.63,50+ kWh,24217.47,December
HH08988,Microwave,976,6.2,1,30,Northern,High,4,181.54,50+ kWh,66988.26,May
HH08989,Iron,1144,6.2,1,30,Western,Low,4,212.78,50+ kWh,78515.82,June
HH08990,Washing Machine,945,7.8,3,27,Eastern,Low,3,597.05,50+ kWh,220311.45,October
HH08991,Microwave,1024,9.3,1,22,Southern,High,1,209.51,50+ kWh,77309.19,March
HH08992,Laptop,64,3.9,1,21,Southern,Low,5,5.24,0-20 kWh,466.36,December
HH08993,Mobile Charger,5,5.7,3,23,Kigali,Medium,6,1.97,0-20 kWh,175.33,February
HH08994,TV,106,9.8,1,24,Northern,Low,4,24.93,21-50 kWh,7728.3,September
HH08995,Mobile Charger,5,4.1,2,25,Eastern,High,3,1.02,0-20 kWh,90.78,November
HH08996,Light Bulb,20,4.4,1,29,Kigali,Low,6,2.55,0-20 kWh,226.95,November
HH08997,TV,67,2.9,2,26,Eastern,Low,7,10.1,0-20 kWh,898.9,July
HH08998,Microwave,1128,1.0,3,21,Northern,High,1,71.06,50+ kWh,26221.14,September
HH08999,Microwave,991,6.3,1,20,Northern,Medium,8,124.87,50+ kWh,46077.03,February
HH09000,TV,98,1.2,2,29,Eastern,Low,2,6.82,0-20 kWh,606.98,May
HH09001,Laptop,55,1.7,2,24,Northern,High,6,4.49,0-20 kWh,399.61,February
HH09002,Iron,824,6.6,1,29,Western,Low,5,157.71,50+ kWh,58194.99,June
HH09003,Fan,41,3.8,3,29,Northern,Medium,8,13.55,0-20 kWh,1205.95,March
HH09004,Iron,900,1.1,3,31,Southern,Low,4,92.07,50+ kWh,33973.83,August
HH09005,Light Bulb,20,9.1,3,21,Southern,High,4,11.47,0-20 kWh,1020.83,May
HH09006,Washing Machine,922,1.4,3,24,Southern,Low,1,92.94,50+ kWh,34294.86,April
HH09007,Radio,36,6.0,1,23,Southern,Medium,8,4.97,0-20 kWh,442.33,March
HH09008,Fan,68,0.7,3,31,Southern,Medium,4,4.43,0-20 kWh,394.27,July
HH09009,Fan,61,6.9,1,26,Kigali,Low,8,10.94,0-20 kWh,973.66,March
HH09010,Water Heater,1789,3.9,2,31,Kigali,High,7,432.58,50+ kWh,159622.02,August
HH09011,Iron,1092,9.9,1,28,Eastern,Low,8,302.7,50+ kWh,111696.3,April
HH09012,Light Bulb,11,6.0,3,31,Northern,High,8,6.14,0-20 kWh,546.46,June
HH09013,Microwave,1150,0.9,2,25,Kigali,Low,5,51.75,50+ kWh,19095.75,July
HH09014,Water Heater,2865,7.1,3,31,Kigali,Low,1,1891.76,50+ kWh,698059.44,November
HH09015,Microwave,818,0.7,3,30,Kigali,Low,4,51.53,50+ kWh,19014.57,July
HH09016,TV,111,6.0,1,29,Western,High,5,19.31,0-20 kWh,1718.59,May
HH09017,Laptop,68,3.4,2,22,Western,Medium,3,10.17,0-20 kWh,905.13,May
HH09018,Iron,1197,2.0,2,22,Western,Medium,2,105.34,50+ kWh,38870.46,October
HH09019,Laptop,37,2.9,2,29,Southern,High,8,6.22,0-20 kWh,553.58,December
HH09020,TV,64,6.6,1,22,Southern,Medium,7,9.29,0-20 kWh,826.81,May
HH09021,Fridge,182,8.9,1,24,Eastern,Low,3,38.88,21-50 kWh,12052.8,September
HH09022,Fridge,147,7.9,2,22,Western,Low,2,51.1,50+ kWh,18855.9,June
HH09023,Radio,45,6.8,3,26,Kigali,Low,5,23.87,21-50 kWh,7399.7,December
HH09024,Microwave,980,7.6,2,21,Southern,Medium,2,312.82,50+ kWh,115430.58,March
HH09025,Laptop,39,6.4,3,22,Southern,High,8,16.47,0-20 kWh,1465.83,June
HH09026,Radio,49,3.8,3,21,Eastern,Medium,3,11.73,0-20 kWh,1043.97,October
HH09027,Washing Machine,820,3.7,2,30,Western,High,8,182.04,50+ kWh,67172.76,March
HH09028,Light Bulb,20,8.8,3,29,Northern,Low,8,15.31,0-20 kWh,1362.59,June
HH09029,Stove,1624,1.0,1,23,Western,Medium,3,37.35,21-50 kWh,11578.5,February
HH09030,Washing Machine,863,0.6,2,25,Northern,Medium,6,25.89,21-50 kWh,8025.9,November
HH09031,Light Bulb,10,2.0,1,29,Southern,Low,8,0.58,0-20 kWh,51.62,January
HH09032,Laptop,36,2.8,1,21,Western,Low,3,2.12,0-20 kWh,188.68,October
HH09033,Stove,1767,1.4,2,20,Eastern,Low,4,98.95,50+ kWh,36512.55,November
HH09034,Iron,1144,5.6,3,30,Western,Medium,4,576.58,50+ kWh,212758.02,February
HH09035,Microwave,1026,9.5,3,24,Kigali,Low,8,701.78,50+ kWh,258956.82,November
HH09036,Water Heater,2637,2.3,1,29,Northern,Low,4,175.89,50+ kWh,64903.41,June
HH09037,Water Heater,2145,7.6,2,30,Northern,Low,8,978.12,50+ kWh,360926.28,November
HH09038,Mobile Charger,9,9.2,3,27,Southern,Medium,7,6.71,0-20 kWh,597.19,December
HH09039,Radio,33,7.7,1,22,Eastern,Low,2,5.59,0-20 kWh,497.51,November
HH09040,Light Bulb,12,1.1,2,20,Southern,Low,7,0.53,0-20 kWh,47.17,January
HH09041,Water Heater,2079,0.7,1,25,Northern,Medium,7,36.38,21-50 kWh,11277.8,July
HH09042,Laptop,58,9.3,1,30,Southern,High,1,16.18,0-20 kWh,1440.02,March
HH09043,Laptop,58,6.6,2,28,Kigali,Medium,2,21.44,21-50 kWh,6646.4,November
HH09044,Radio,36,1.1,1,25,Southern,High,2,0.99,0-20 kWh,88.11,August
HH09045,Laptop,56,9.3,2,26,Eastern,High,6,27.08,21-50 kWh,8394.8,March
HH09046,Water Heater,2416,2.1,2,28,Western,Low,6,284.12,50+ kWh,104840.28,January
HH09047,Light Bulb,15,6.9,3,29,Northern,Medium,7,9.0,0-20 kWh,801.0,February
HH09048,Water Heater,2420,8.0,3,30,Southern,Low,5,1742.4,50+ kWh,642945.6,January
HH09049,Fan,43,5.9,1,27,Kigali,High,3,6.85,0-20 kWh,609.65,April
HH09050,Stove,1354,6.6,2,27,Southern,Medium,4,482.57,50+ kWh,178068.33,April
HH09051,Mobile Charger,6,7.0,3,27,Northern,High,7,3.4,0-20 kWh,302.6,July
HH09052,Stove,1401,2.6,2,30,Western,Medium,3,218.56,50+ kWh,80648.64,July
HH09053,Iron,936,9.2,3,20,Kigali,Medium,6,516.67,50+ kWh,190651.23,June
HH09054,Iron,963,4.3,3,30,Western,Low,2,372.68,50+ kWh,137518.92,June
HH09055,Fridge,180,6.4,1,22,Southern,High,6,25.34,21-50 kWh,7855.4,April
HH09056,Water Heater,1975,8.8,2,21,Kigali,High,5,729.96,50+ kWh,269355.24,November
HH09057,Fridge,100,6.2,3,25,Kigali,High,2,46.5,21-50 kWh,14415.0,October
HH09058,TV,123,5.3,1,24,Northern,High,1,15.65,0-20 kWh,1392.85,July
HH09059,Stove,1156,1.1,2,22,Western,High,3,55.95,50+ kWh,20645.55,October
HH09060,Light Bulb,11,2.6,1,21,Northern,Medium,6,0.6,0-20 kWh,53.4,December
HH09061,Mobile Charger,9,10.0,2,21,Southern,Low,5,3.78,0-20 kWh,336.42,May
HH09062,Water Heater,1697,4.8,1,31,Southern,Medium,4,252.51,50+ kWh,93176.19,June
HH09063,Iron,1163,1.7,2,29,Eastern,High,8,114.67,50+ kWh,42313.23,September
HH09064,Light Bulb,20,1.7,2,23,Eastern,High,5,1.56,0-20 kWh,138.84,February
HH09065,Microwave,1067,2.5,1,22,Eastern,Low,5,58.69,50+ kWh,21656.61,August
HH09066,Iron,920,0.5,3,30,Kigali,Medium,1,41.4,21-50 kWh,12834.0,August
HH09067,Radio,32,6.7,2,26,Kigali,Medium,1,11.15,0-20 kWh,992.35,April
HH09068,Water Heater,2517,8.1,1,20,Southern,Medium,5,407.75,50+ kWh,150459.75,November
HH09069,TV,113,4.4,3,21,Northern,Medium,2,31.32,21-50 kWh,9709.2,January
HH09070,Water Heater,2795,8.9,3,26,Southern,Low,1,1940.29,50+ kWh,715967.01,March
HH09071,Microwave,991,5.7,2,22,Southern,High,2,248.54,50+ kWh,91711.26,October
HH09072,Iron,851,5.7,3,28,Kigali,High,6,407.46,50+ kWh,150352.74,September
HH09073,Water Heater,2789,8.8,1,25,Kigali,Medium,3,613.58,50+ kWh,226411.02,September
HH09074,Light Bulb,11,4.0,1,31,Western,Medium,1,1.36,0-20 kWh,121.04,June
HH09075,Water Heater,2724,8.9,1,27,Southern,Low,1,654.58,50+ kWh,241540.02,April
HH09076,Light Bulb,12,2.2,1,25,Southern,High,8,0.66,0-20 kWh,58.74,August
HH09077,Iron,994,8.3,3,22,Southern,Low,7,544.51,50+ kWh,200924.19,February
HH09078,Mobile Charger,5,10.0,1,22,Kigali,High,3,1.1,0-20 kWh,97.9,December
HH09079,Laptop,48,5.9,2,24,Western,High,1,13.59,0-20 kWh,1209.51,April
HH09080,Fridge,179,2.5,2,23,Northern,High,7,20.59,21-50 kWh,6382.9,August
HH09081,Microwave,1095,4.4,3,24,Northern,High,8,346.9,50+ kWh,128006.1,October
HH09082,Iron,930,3.9,2,23,Kigali,High,2,166.84,50+ kWh,61563.96,January
HH09083,Fan,41,9.1,1,30,Northern,High,8,11.19,0-20 kWh,995.91,March
HH09084,Mobile Charger,8,9.2,3,26,Northern,Low,7,5.74,0-20 kWh,510.86,December
HH09085,Washing Machine,949,2.5,1,29,Western,Low,2,68.8,50+ kWh,25387.2,April
HH09086,Radio,46,1.1,2,30,Eastern,Medium,5,3.04,0-20 kWh,270.56,June
HH09087,Fan,56,6.8,3,28,Eastern,High,6,31.99,21-50 kWh,9916.9,July
HH09088,Laptop,35,3.2,1,25,Western,Low,4,2.8,0-20 kWh,249.2,May
HH09089,Mobile Charger,5,1.4,2,22,Southern,High,2,0.31,0-20 kWh,27.59,May
HH09090,Light Bulb,13,8.8,1,29,Kigali,Medium,4,3.32,0-20 kWh,295.48,March
HH09091,Mobile Charger,9,5.2,1,21,Eastern,High,4,0.98,0-20 kWh,87.22,October
HH09092,Stove,1646,7.2,2,28,Northern,High,5,663.67,50+ kWh,244894.23,August
HH09093,Fan,53,9.0,2,24,Northern,Medium,5,22.9,21-50 kWh,7099.0,October
HH09094,Microwave,1165,4.1,2,25,Kigali,Medium,5,238.82,50+ kWh,88124.58,March
HH09095,Microwave,804,2.5,3,20,Northern,High,5,120.6,50+ kWh,44501.4,July
HH09096,Radio,20,4.4,2,21,Northern,Low,8,3.7,0-20 kWh,329.3,March
HH09097,Fan,44,5.5,1,31,Southern,Low,5,7.5,0-20 kWh,667.5,September
HH09098,Light Bulb,11,6.7,1,28,Northern,Medium,6,2.06,0-20 kWh,183.34,March
HH09099,Washing Machine,765,0.7,1,25,Northern,Medium,3,13.39,0-20 kWh,1191.71,November
HH09100,Light Bulb,14,1.6,3,31,Southern,Low,4,2.08,0-20 kWh,185.12,July
HH09101,Microwave,1029,3.8,1,31,Southern,Low,7,121.22,50+ kWh,44730.18,August
HH09102,Iron,957,3.0,3,24,Kigali,Medium,8,206.71,50+ kWh,76275.99,November
HH09103,Fan,69,9.7,3,27,Eastern,High,3,54.21,50+ kWh,20003.49,February
HH09104,Mobile Charger,6,2.6,2,30,Southern,Low,5,0.94,0-20 kWh,83.66,January
HH09105,Stove,1725,7.9,2,23,Kigali,High,8,626.87,50+ kWh,231315.03,October
HH09106,Iron,1068,4.4,1,25,Northern,Medium,4,117.48,50+ kWh,43350.12,December
HH09107,Washing Machine,527,0.5,2,28,Kigali,Low,4,14.76,0-20 kWh,1313.64,January
HH09108,Microwave,1052,0.8,2,22,Kigali,Medium,5,37.03,21-50 kWh,11479.3,February
HH09109,Radio,33,3.4,1,28,Eastern,Medium,1,3.14,0-20 kWh,279.46,March
HH09110,Washing Machine,937,5.9,3,28,Eastern,Low,5,464.38,50+ kWh,171356.22,February
HH09111,Microwave,1176,4.4,1,26,Kigali,Medium,8,134.53,50+ kWh,49641.57,March
HH09112,Fridge,151,4.7,1,29,Western,Medium,4,20.58,21-50 kWh,6379.8,January
HH09113,Washing Machine,763,6.9,1,21,Kigali,High,1,110.56,50+ kWh,40796.64,October
HH09114,Stove,1476,8.8,3,24,Kigali,Low,1,935.19,50+ kWh,345085.11,June
HH09115,Light Bulb,18,3.2,1,21,Northern,Medium,8,1.21,0-20 kWh,107.69,January
HH09116,Washing Machine,757,2.7,1,29,Southern,Low,8,59.27,50+ kWh,21870.63,February
HH09117,Light Bulb,14,8.2,1,24,Eastern,High,2,2.76,0-20 kWh,245.64,June
HH09118,Iron,935,9.4,3,21,Eastern,Medium,7,553.71,50+ kWh,204318.99,October
HH09119,Stove,1457,3.9,1,25,Western,High,1,142.06,50+ kWh,52420.14,February
HH09120,TV,76,9.9,3,23,Eastern,High,6,51.92,50+ kWh,19158.48,September
HH09121,TV,136,0.5,1,28,Kigali,High,5,1.9,0-20 kWh,169.1,April
HH09122,Laptop,65,7.3,3,24,Southern,Medium,1,34.16,21-50 kWh,10589.6,March
HH09123,Laptop,65,0.6,1,30,Western,Medium,2,1.17,0-20 kWh,104.13,December
HH09124,Radio,26,6.0,1,26,Kigali,Medium,7,4.06,0-20 kWh,361.34,February
HH09125,Microwave,929,6.1,1,24,Southern,Low,3,136.01,50+ kWh,50187.69,June
HH09126,Light Bulb,17,8.0,1,26,Western,Medium,4,3.54,0-20 kWh,315.06,January
HH09127,Radio,20,5.0,2,24,Eastern,High,3,4.8,0-20 kWh,427.2,July
HH09128,Microwave,886,8.2,2,28,Western,High,6,406.85,50+ kWh,150127.65,December
HH09129,Mobile Charger,6,1.6,2,31,Kigali,Low,1,0.6,0-20 kWh,53.4,October
HH09130,Water Heater,2084,9.7,3,20,Eastern,High,7,1212.89,50+ kWh,447556.41,November
HH09131,Stove,1575,0.7,2,24,Kigali,Medium,6,52.92,50+ kWh,19527.48,February
HH09132,Radio,36,2.9,3,31,Northern,Low,4,9.71,0-20 kWh,864.19,January
HH09133,Laptop,54,9.3,2,23,Kigali,Medium,1,23.1,21-50 kWh,7161.0,February
HH09134,Washing Machine,632,8.0,1,27,Northern,High,3,136.51,50+ kWh,50372.19,May
HH09135,Laptop,37,9.4,2,22,Eastern,Medium,7,15.3,0-20 kWh,1361.7,July
HH09136,Fan,64,2.3,2,22,Eastern,Medium,4,6.48,0-20 kWh,576.72,October
HH09137,Light Bulb,11,5.2,1,28,Northern,High,4,1.6,0-20 kWh,142.4,August
HH09138,Microwave,809,7.9,3,24,Northern,Medium,6,460.16,50+ kWh,169799.04,October
HH09139,TV,136,5.7,1,28,Eastern,High,2,21.71,21-50 kWh,6730.1,August
HH09140,Mobile Charger,6,0.6,1,27,Southern,Low,2,0.1,0-20 kWh,8.9,July
HH09141,Stove,1882,5.3,2,29,Kigali,Medium,5,578.53,50+ kWh,213477.57,November
HH09142,Radio,48,5.4,3,24,Southern,High,6,18.66,0-20 kWh,1660.74,March
HH09143,Stove,1770,8.6,3,28,Kigali,Medium,5,1278.65,50+ kWh,471821.85,December
HH09144,Laptop,39,5.5,3,25,Northern,High,5,16.09,0-20 kWh,1432.01,April
HH09145,Fridge,139,3.0,2,20,Southern,Low,5,16.68,0-20 kWh,1484.52,October
HH09146,Light Bulb,11,2.1,1,29,Kigali,High,1,0.67,0-20 kWh,59.63,March
HH09147,Water Heater,1594,6.2,3,24,Southern,Low,5,711.56,50+ kWh,262565.64,November
HH09148,Iron,987,8.4,2,29,Northern,Low,4,480.87,50+ kWh,177441.03,June
HH09149,Stove,1808,6.7,2,21,Northern,High,3,508.77,50+ kWh,187736.13,April
HH09150,Washing Machine,842,1.6,2,27,Kigali,High,8,72.75,50+ kWh,26844.75,August
HH09151,Mobile Charger,10,6.1,3,29,Kigali,Medium,6,5.31,0-20 kWh,472.59,July
HH09152,TV,55,5.7,1,30,Kigali,High,8,9.4,0-20 kWh,836.6,December
HH09153,Mobile Charger,9,8.0,2,22,Northern,High,4,3.17,0-20 kWh,282.13,July
HH09154,Fan,65,9.7,3,31,Kigali,Medium,1,58.64,50+ kWh,21638.16,December
HH09155,Radio,30,7.8,1,25,Southern,Low,7,5.85,0-20 kWh,520.65,April
HH09156,Iron,906,6.5,1,22,Western,High,2,129.56,50+ kWh,47807.64,July
HH09157,TV,135,7.0,2,27,Eastern,Medium,3,51.03,50+ kWh,18830.07,October
HH09158,TV,56,1.6,2,24,Northern,Medium,1,4.3,0-20 kWh,382.7,April
HH09159,Fan,63,9.1,1,26,Northern,Low,6,14.91,0-20 kWh,1326.99,July
HH09160,Water Heater,2865,9.4,2,24,Southern,High,2,1292.69,50+ kWh,477002.61,April
HH09161,Laptop,55,4.6,1,28,Eastern,Medium,8,7.08,0-20 kWh,630.12,April
HH09162,Microwave,1119,2.2,2,28,Western,High,4,137.86,50+ kWh,50870.34,September
HH09163,TV,89,9.1,3,29,Southern,Low,1,70.46,50+ kWh,25999.74,April
HH09164,Iron,932,5.8,2,21,Southern,High,4,227.04,50+ kWh,83777.76,February
HH09165,Microwave,1039,6.2,3,30,Northern,Low,5,579.76,50+ kWh,213931.44,November
HH09166,Washing Machine,784,6.3,2,22,Southern,High,7,217.32,50+ kWh,80191.08,June
HH09167,Microwave,809,6.6,3,27,Kigali,High,8,432.49,50+ kWh,159588.81,March
HH09168,Washing Machine,976,2.6,2,21,Eastern,Medium,7,106.58,50+ kWh,39328.02,September
HH09169,Microwave,878,0.7,2,28,Eastern,High,3,34.42,21-50 kWh,10670.2,January
HH09170,Mobile Charger,9,0.8,3,25,Northern,Low,7,0.54,0-20 kWh,48.06,April
HH09171,Stove,1008,1.8,3,23,Kigali,High,4,125.19,50+ kWh,46195.11,March
HH09172,Radio,47,0.7,3,30,Northern,Medium,4,2.96,0-20 kWh,263.44,September
HH09173,Mobile Charger,9,5.2,2,29,Western,Medium,8,2.71,0-20 kWh,241.19,October
HH09174,Stove,1225,8.2,2,27,Eastern,Low,2,542.43,50+ kWh,200156.67,July
HH09175,Washing Machine,547,7.7,1,30,Western,Medium,2,126.36,50+ kWh,46626.84,November
HH09176,Radio,48,6.6,3,27,Kigali,Low,4,25.66,21-50 kWh,7954.6,December
HH09177,Mobile Charger,8,5.3,1,25,Kigali,Low,7,1.06,0-20 kWh,94.34,April
HH09178,Fan,63,2.2,2,30,Western,Low,3,8.32,0-20 kWh,740.48,January
HH09179,Mobile Charger,7,4.6,2,22,Western,Medium,2,1.42,0-20 kWh,126.38,March
HH09180,TV,122,9.2,3,25,Western,Medium,7,84.18,50+ kWh,31062.42,March
HH09181,Microwave,1047,2.9,2,26,Southern,Medium,5,157.89,50+ kWh,58261.41,April
HH09182,Fridge,120,3.6,1,24,Southern,Medium,2,10.37,0-20 kWh,922.93,August
HH09183,Fridge,175,10.0,2,27,Southern,Medium,2,94.5,50+ kWh,34870.5,March
HH09184,Washing Machine,578,8.6,2,21,Southern,Low,8,208.77,50+ kWh,77036.13,February
HH09185,Fridge,190,7.5,3,30,Kigali,Medium,3,128.25,50+ kWh,47324.25,December
HH09186,Water Heater,2590,8.1,1,25,Eastern,High,2,524.48,50+ kWh,193533.12,October
HH09187,Water Heater,2178,4.9,2,20,Northern,Low,2,426.89,50+ kWh,157522.41,March
HH09188,Microwave,950,7.3,3,29,Southern,High,4,603.35,50+ kWh,222636.15,September
HH09189,Water Heater,2681,7.9,2,31,Eastern,Low,5,1313.15,50+ kWh,484552.35,October
HH09190,Microwave,866,4.5,1,23,Northern,Medium,3,89.63,50+ kWh,33073.47,May
HH09191,Stove,1854,7.1,1,31,Eastern,Medium,4,408.07,50+ kWh,150577.83,November
HH09192,Washing Machine,585,5.8,1,20,Northern,High,5,67.86,50+ kWh,25040.34,February
HH09193,TV,65,8.7,1,28,Western,High,4,15.83,0-20 kWh,1408.87,November
HH09194,Radio,27,6.7,1,24,Southern,High,3,4.34,0-20 kWh,386.26,October
HH09195,Laptop,56,6.7,3,26,Northern,Medium,2,29.27,21-50 kWh,9073.7,May
HH09196,Fan,74,5.4,1,31,Kigali,High,3,12.39,0-20 kWh,1102.71,May
HH09197,Fan,59,4.1,2,25,Southern,High,6,12.09,0-20 kWh,1076.01,December
HH09198,Iron,1168,8.1,3,23,Western,High,2,652.8,50+ kWh,240883.2,June
HH09199,Laptop,65,4.2,1,21,Southern,High,2,5.73,0-20 kWh,509.97,November
HH09200,Laptop,52,1.1,2,26,Southern,High,8,2.97,0-20 kWh,264.33,October
HH09201,Light Bulb,14,4.1,2,23,Eastern,High,6,2.64,0-20 kWh,234.96,February
HH09202,Mobile Charger,7,1.8,3,30,Kigali,High,2,1.13,0-20 kWh,100.57,August
HH09203,Fridge,198,1.7,1,24,Eastern,Low,3,8.08,0-20 kWh,719.12,June
HH09204,Fan,65,5.5,2,23,Northern,Medium,7,16.45,0-20 kWh,1464.05,September
HH09205,Radio,50,9.3,3,27,Western,High,4,37.67,21-50 kWh,11677.7,February
HH09206,TV,125,2.4,1,28,Northern,High,4,8.4,0-20 kWh,747.6,July
HH09207,Fridge,134,8.9,2,31,Western,High,2,73.94,50+ kWh,27283.86,March
HH09208,Washing Machine,718,2.1,2,29,Kigali,High,7,87.45,50+ kWh,32269.05,September
HH09209,Washing Machine,745,3.8,1,27,Southern,Low,2,76.44,50+ kWh,28206.36,January
HH09210,Iron,1174,9.0,1,25,Western,Medium,2,264.15,50+ kWh,97471.35,July
HH09211,Microwave,990,0.7,3,21,Western,Low,5,43.66,21-50 kWh,13534.6,November
HH09212,Laptop,66,4.0,1,31,Kigali,High,7,8.18,0-20 kWh,728.02,November
HH09213,TV,57,1.9,1,25,Western,Medium,3,2.71,0-20 kWh,241.19,August
HH09214,Mobile Charger,9,9.0,2,22,Northern,Medium,8,3.56,0-20 kWh,316.84,March
HH09215,Iron,1074,3.4,1,29,Southern,Low,3,105.9,50+ kWh,39077.1,September
HH09216,Water Heater,2571,7.8,2,27,Northern,High,6,1082.91,50+ kWh,399593.79,January
HH09217,Water Heater,2509,2.7,2,23,Northern,High,4,311.62,50+ kWh,114987.78,February
HH09218,Radio,31,4.2,1,24,Kigali,Low,5,3.12,0-20 kWh,277.68,December
HH09219,Light Bulb,17,6.1,2,28,Northern,Medium,7,5.81,0-20 kWh,517.09,March
HH09220,Water Heater,2838,6.4,2,25,Kigali,Medium,4,908.16,50+ kWh,335111.04,March
HH09221,Stove,1249,2.3,2,22,Eastern,Medium,7,126.4,50+ kWh,46641.6,December
HH09222,TV,123,2.7,1,21,Western,High,6,6.97,0-20 kWh,620.33,March
HH09223,Radio,49,1.5,3,31,Northern,High,8,6.84,0-20 kWh,608.76,December
HH09224,Fridge,152,1.6,3,24,Eastern,Medium,8,17.51,0-20 kWh,1558.39,June
HH09225,Fridge,132,2.3,2,21,Western,Medium,1,12.75,0-20 kWh,1134.75,June
HH09226,Stove,1334,2.9,3,29,Western,Low,5,336.57,50+ kWh,124194.33,November
HH09227,Mobile Charger,5,1.9,2,24,Kigali,Medium,3,0.46,0-20 kWh,40.94,August
HH09228,Fan,59,4.4,2,24,Kigali,Low,4,12.46,0-20 kWh,1108.94,June
HH09229,Fan,71,2.9,1,24,Southern,Low,6,4.94,0-20 kWh,439.66,June
HH09230,Light Bulb,11,3.7,1,26,Kigali,Medium,5,1.06,0-20 kWh,94.34,August
HH09231,TV,89,5.2,1,24,Kigali,Medium,5,11.11,0-20 kWh,988.79,June
HH09232,Light Bulb,16,8.3,3,26,Kigali,High,1,10.36,0-20 kWh,922.04,December
HH09233,Laptop,36,0.8,2,21,Kigali,Low,4,1.21,0-20 kWh,107.69,May
HH09234,Mobile Charger,10,9.5,2,31,Western,High,1,5.89,0-20 kWh,524.21,May
HH09235,Light Bulb,17,5.1,3,30,Southern,Medium,3,7.8,0-20 kWh,694.2,September
HH09236,Washing Machine,746,8.3,2,24,Kigali,High,2,297.21,50+ kWh,109670.49,June
HH09237,Fridge,164,9.0,1,27,Southern,High,4,39.85,21-50 kWh,12353.5,November
HH09238,Laptop,42,5.3,1,26,Eastern,High,1,5.79,0-20 kWh,515.31,May
HH09239,Light Bulb,19,5.8,2,22,Kigali,Low,7,4.85,0-20 kWh,431.65,June
HH09240,Iron,866,5.7,3,26,Southern,High,3,385.02,50+ kWh,142072.38,December
HH09241,Water Heater,1764,2.6,2,23,Southern,Low,5,210.97,50+ kWh,77847.93,May
HH09242,Fan,48,1.4,1,22,Southern,Medium,2,1.48,0-20 kWh,131.72,October
HH09243,Fridge,94,3.5,2,23,Eastern,High,4,15.13,0-20 kWh,1346.57,April
HH09244,Light Bulb,14,1.8,3,21,Western,Low,5,1.59,0-20 kWh,141.51,August
HH09245,Microwave,855,9.6,3,30,Kigali,High,6,738.72,50+ kWh,272587.68,September
HH09246,Fridge,96,6.2,2,21,Eastern,Low,7,25.0,21-50 kWh,7750.0,December
HH09247,Mobile Charger,7,0.7,1,27,Southern,Medium,5,0.13,0-20 kWh,11.57,January
HH09248,Water Heater,2093,3.3,2,31,Kigali,Low,8,428.23,50+ kWh,158016.87,November
HH09249,Light Bulb,20,9.4,1,29,Southern,Medium,2,5.45,0-20 kWh,485.05,September
HH09250,Mobile Charger,8,1.8,2,26,Southern,Low,7,0.75,0-20 kWh,66.75,November
HH09251,Light Bulb,14,8.8,1,28,Kigali,Low,5,3.45,0-20 kWh,307.05,January
HH09252,Laptop,47,5.2,3,26,Eastern,Medium,8,19.06,0-20 kWh,1696.34,August
HH09253,TV,58,6.7,3,25,Kigali,High,8,29.14,21-50 kWh,9033.4,January
HH09254,Stove,1740,7.0,1,30,Eastern,Low,4,365.4,50+ kWh,134832.6,October
HH09255,Fridge,152,9.2,2,24,Northern,Low,1,67.12,50+ kWh,24767.28,October
HH09256,Radio,41,7.3,2,22,Northern,Low,8,13.17,0-20 kWh,1172.13,October
HH09257,Mobile Charger,10,2.2,1,20,Western,Medium,2,0.44,0-20 kWh,39.16,March
HH09258,Laptop,48,8.7,3,22,Western,High,1,27.56,21-50 kWh,8543.6,November
HH09259,Water Heater,1668,7.5,1,27,Northern,High,4,337.77,50+ kWh,124637.13,June
HH09260,Fan,49,4.5,2,21,Western,Low,2,9.26,0-20 kWh,824.14,April
HH09261,Microwave,937,8.5,2,22,Kigali,Low,2,350.44,50+ kWh,129312.36,June
